label,WRIST_x,WRIST_y,WRIST_z,THUMB_CMC_x,THUMB_CMC_y,THUMB_CMC_z,THUMB_MCP_x,THUMB_MCP_y,THUMB_MCP_z,THUMB_IP_x,THUMB_IP_y,THUMB_IP_z,THUMB_TIP_x,THUMB_TIP_y,THUMB_TIP_z,INDEX_FINGER_MCP_x,INDEX_FINGER_MCP_y,INDEX_FINGER_MCP_z,INDEX_FINGER_PIP_x,INDEX_FINGER_PIP_y,INDEX_FINGER_PIP_z,INDEX_FINGER_DIP_x,INDEX_FINGER_DIP_y,INDEX_FINGER_DIP_z,INDEX_FINGER_TIP_x,INDEX_FINGER_TIP_y,INDEX_FINGER_TIP_z,MIDDLE_FINGER_MCP_x,MIDDLE_FINGER_MCP_y,MIDDLE_FINGER_MCP_z,MIDDLE_FINGER_PIP_x,MIDDLE_FINGER_PIP_y,MIDDLE_FINGER_PIP_z,MIDDLE_FINGER_DIP_x,MIDDLE_FINGER_DIP_y,MIDDLE_FINGER_DIP_z,MIDDLE_FINGER_TIP_x,MIDDLE_FINGER_TIP_y,MIDDLE_FINGER_TIP_z,RING_FINGER_MCP_x,RING_FINGER_MCP_y,RING_FINGER_MCP_z,RING_FINGER_PIP_x,RING_FINGER_PIP_y,RING_FINGER_PIP_z,RING_FINGER_DIP_x,RING_FINGER_DIP_y,RING_FINGER_DIP_z,RING_FINGER_TIP_x,RING_FINGER_TIP_y,RING_FINGER_TIP_z,PINKY_MCP_x,PINKY_MCP_y,PINKY_MCP_z,PINKY_PIP_x,PINKY_PIP_y,PINKY_PIP_z,PINKY_DIP_x,PINKY_DIP_y,PINKY_DIP_z,PINKY_TIP_x,PINKY_TIP_y,PINKY_TIP_z
1,0.644595265,0.631627858,9.65E-08,0.693530917,0.622186303,-0.018774414,0.739576042,0.58712697,-0.03366081,0.76586771,0.548820019,-0.049891271,0.776218593,0.505299926,-0.065489553,0.731386781,0.4668262,-0.025127161,0.764237821,0.400320292,-0.051201034,0.782287478,0.356257915,-0.065241143,0.79795754,0.315109551,-0.073523313,0.700704634,0.451582253,-0.030156054,0.755533397,0.456849456,-0.072005168,0.74635452,0.523809612,-0.07931681,0.729117095,0.562868237,-0.073423468,0.669341445,0.451865852,-0.037415728,0.72178781,0.476913303,-0.076798782,0.710574567,0.538451314,-0.068821892,0.694265246,0.569478512,-0.052151367,0.637296736,0.464896202,-0.046309974,0.683362603,0.484811306,-0.071583487,0.682572246,0.536103845,-0.063851036,0.671740174,0.56319046,-0.050266057
1,0.569884121,0.632756054,-2.59E-07,0.551340342,0.551392555,0.003222738,0.569118798,0.487034887,0.007508181,0.599428177,0.465421736,0.012364982,0.621355891,0.464871287,0.015850913,0.609154642,0.436439097,-0.007746264,0.62500149,0.354052871,-0.005133543,0.637186289,0.307390749,-0.005170597,0.64874965,0.274588823,-0.006890015,0.645896792,0.462873697,-0.008339773,0.627395034,0.437786579,0.001612294,0.601847768,0.460872591,0.009765211,0.592801034,0.481998086,0.01231067,0.664782882,0.498270214,-0.007571695,0.642598212,0.481814146,0.003148433,0.617088437,0.496803761,0.009099128,0.60634923,0.517776966,0.00908451,0.674046099,0.533030093,-0.006955597,0.654780984,0.517621517,0.00391473,0.635516822,0.529175639,0.012665867,0.626919031,0.549119234,0.017768329
1,0.67425561,0.641735673,2.78E-07,0.679366171,0.588057697,-0.043153625,0.691632211,0.524628997,-0.053211305,0.720904887,0.470795065,-0.056393478,0.750233769,0.429810554,-0.054060902,0.653791547,0.430564314,-0.016395489,0.675006986,0.348780036,-0.027892839,0.694869637,0.30438599,-0.033082597,0.714611888,0.268862963,-0.03561778,0.681889117,0.446850359,0.000852351,0.727421045,0.42087999,-0.026431128,0.731087267,0.460174054,-0.037788156,0.723515034,0.485307693,-0.035764713,0.707109392,0.468273699,0.013337109,0.746692836,0.453796476,-0.017702678,0.742921054,0.493964314,-0.023631847,0.731853485,0.512888968,-0.016091948,0.724823952,0.489138365,0.023189863,0.749644637,0.475210309,0.003185362,0.747761846,0.501667023,0.000461845,0.737777531,0.515565932,0.006199131
1,0.757503211,0.576920867,2.34E-07,0.7059412,0.497593671,-0.023549126,0.681708932,0.407511503,-0.028630955,0.705935121,0.326819628,-0.035143115,0.739581048,0.266042441,-0.038849499,0.662859082,0.334419847,0.02544252,0.655323982,0.259465456,0.011463894,0.655971229,0.212199748,-0.002917007,0.656192839,0.161629111,-0.013628863,0.706344485,0.332577646,0.026908705,0.722666144,0.266985118,0.002747754,0.721703887,0.328567088,-0.006055012,0.717200279,0.358500808,-0.001643699,0.745796084,0.341953456,0.021922491,0.764909267,0.290025681,-0.004901335,0.750548363,0.355735004,0.002976758,0.740787208,0.384211391,0.019491442,0.778187752,0.36021772,0.01385372,0.793117881,0.313427508,-0.000600928,0.779067874,0.354770452,0.010616192,0.769929528,0.377594471,0.025887966
1,0.107545517,0.545564711,5.62E-08,0.146969795,0.545833707,-0.024308033,0.193104088,0.501843214,-0.03686941,0.195161805,0.445139885,-0.047851499,0.179275244,0.397878021,-0.058936995,0.196484491,0.40249908,-0.022588719,0.214198098,0.329309881,-0.042641331,0.226013377,0.275085449,-0.053459808,0.232510746,0.232319593,-0.060366623,0.158293083,0.390329599,-0.022802873,0.173129737,0.360601902,-0.056169104,0.158898383,0.428796619,-0.061138649,0.148132071,0.471700042,-0.055288281,0.120496169,0.392628103,-0.025369603,0.133960515,0.370047271,-0.061241858,0.127752095,0.436977029,-0.051316831,0.119922981,0.475165337,-0.034491438,0.078600965,0.40170607,-0.029422291,0.094346963,0.375688344,-0.054581605,0.09633939,0.426719248,-0.044129301,0.093326636,0.457889259,-0.029440735
1,0.31877774,0.862319112,2.00E-07,0.393625617,0.878367424,-0.081691138,0.466489911,0.821240902,-0.135930359,0.453450263,0.732876956,-0.182170913,0.391910076,0.665007353,-0.22796087,0.460284919,0.580883741,-0.099673122,0.486971736,0.414097905,-0.160661504,0.500320971,0.296374053,-0.192584202,0.506687701,0.205646873,-0.211019263,0.389373809,0.56955725,-0.087446138,0.386903703,0.531081498,-0.172978491,0.366788089,0.681698263,-0.182474926,0.365813196,0.74250102,-0.168286547,0.32591331,0.576222003,-0.081935793,0.313205093,0.556421101,-0.163097277,0.309371859,0.690704107,-0.133875191,0.315084368,0.745533168,-0.093361624,0.263963997,0.596111715,-0.082806654,0.251183629,0.560799599,-0.134314209,0.259045839,0.661193669,-0.106399551,0.270720512,0.707139671,-0.070627488
1,0.48552075,1.009695411,-4.42E-07,0.392706007,0.984955549,-0.08318308,0.311417192,0.901490688,-0.147849485,0.292899251,0.799334288,-0.212343201,0.317581147,0.680955291,-0.269948363,0.333636254,0.614589572,-0.094071485,0.326089203,0.407028943,-0.177847385,0.328283578,0.280840695,-0.217847526,0.333181024,0.171494156,-0.24013786,0.406098127,0.610092103,-0.087206602,0.364958525,0.569076896,-0.177675113,0.379609406,0.739619017,-0.177480504,0.396598995,0.79798311,-0.157551154,0.483480513,0.626093626,-0.093880586,0.439345807,0.57102716,-0.173499092,0.451404452,0.72506249,-0.139546216,0.464704484,0.783009171,-0.097238548,0.561219931,0.649308205,-0.110060133,0.525868058,0.552506983,-0.159136549,0.510154843,0.624556303,-0.140116662,0.505246937,0.659546971,-0.112568051
1,0.512983322,0.986614645,-3.33E-07,0.423621207,0.97840184,-0.065560631,0.320795983,0.895254135,-0.114742056,0.290231973,0.789622486,-0.165110275,0.317095637,0.668614805,-0.209935501,0.33228153,0.602696836,-0.069422364,0.31977886,0.404992938,-0.138745934,0.319976151,0.283666164,-0.172588632,0.32386601,0.16856119,-0.193428159,0.406640351,0.58389622,-0.071894966,0.367572069,0.560623407,-0.169340387,0.385057479,0.734325707,-0.175291613,0.410367101,0.783249199,-0.156287402,0.481978774,0.587050259,-0.08477281,0.445582092,0.554986358,-0.176626161,0.452767551,0.706902802,-0.140550971,0.469389439,0.742127061,-0.091466889,0.558475018,0.604533911,-0.104447156,0.526486278,0.523057342,-0.157212675,0.516673446,0.622567534,-0.126637876,0.522159815,0.665887237,-0.087363549
1,0.785968125,0.598784983,-1.11E-07,0.738469362,0.547783613,-0.033207055,0.713944137,0.462541014,-0.047696169,0.743926466,0.390344024,-0.06257911,0.781813681,0.33687529,-0.074900009,0.703977346,0.358308524,-0.011352737,0.701023221,0.259303361,-0.035268988,0.705041766,0.202549383,-0.04869945,0.711058199,0.151171446,-0.057754055,0.746360004,0.360854477,-0.010158625,0.761659265,0.322744697,-0.051008713,0.753535867,0.385663092,-0.060205638,0.748336911,0.418968022,-0.055509482,0.785997391,0.374973565,-0.014848993,0.798983276,0.352743328,-0.054919243,0.783841133,0.416311979,-0.049693204,0.777232945,0.438083172,-0.034729037,0.821242094,0.398310006,-0.023126969,0.829589427,0.371276617,-0.04507212,0.812817454,0.416698545,-0.037426736,0.803593397,0.436303854,-0.025035188
1,0.688805342,0.669555664,9.47E-08,0.718542874,0.612680376,0.002134353,0.718083441,0.54923898,-0.00139242,0.694766462,0.517179906,-0.006538854,0.667937279,0.509333134,-0.013154377,0.722188592,0.501033664,-0.013278699,0.725787282,0.420175314,-0.023248758,0.725475669,0.366477549,-0.027909311,0.725037992,0.326265275,-0.03136567,0.69126159,0.50299108,-0.019141091,0.661483526,0.481435448,-0.031170757,0.660179734,0.511181235,-0.029762525,0.672430158,0.531169415,-0.026839312,0.659780085,0.517889023,-0.023832537,0.636255324,0.514104128,-0.031572491,0.640068352,0.539567471,-0.023902204,0.652301967,0.552558899,-0.01782587,0.631396949,0.537366569,-0.02864667,0.61612463,0.532689035,-0.030971676,0.620857954,0.557672679,-0.022361021,0.630742431,0.570983469,-0.014299763
1,0.704373777,0.689081669,-2.87E-07,0.734435797,0.624759436,0.00503639,0.7326051,0.550274253,0.009104566,0.709279776,0.510024071,0.010782917,0.674775064,0.509061158,0.009664006,0.740038633,0.477783322,0.00678143,0.730725169,0.382547021,0.007346476,0.729073107,0.341776639,0.007428717,0.726786911,0.30946061,0.006139552,0.711839795,0.47956264,0.002989342,0.671150327,0.449032307,-0.001553903,0.663190186,0.49578315,-0.00312307,0.668197095,0.535316586,-0.003159778,0.682456791,0.497474223,9.18E-05,0.65028125,0.487760991,-0.000189874,0.649357855,0.526861966,0.001406798,0.656467974,0.556224823,0.00226665,0.654936969,0.520882785,-0.002302033,0.631560802,0.515151381,0.003502083,0.63004148,0.54148674,0.010603335,0.636369109,0.563838184,0.016215272
1,0.631092072,0.698685408,1.25E-07,0.652085662,0.609398603,0.008620402,0.640050173,0.535510004,0.006345479,0.608204722,0.509787619,-1.93E-05,0.573966563,0.513591647,-0.009077995,0.636590898,0.482463688,-0.005081346,0.621878982,0.393134654,-0.009893717,0.615035832,0.338585675,-0.013606967,0.609280586,0.294467032,-0.017781759,0.60259515,0.490130782,-0.014472171,0.568490565,0.46942541,-0.018369954,0.569602013,0.497767538,-0.016581606,0.579236865,0.519706666,-0.016350726,0.570413888,0.513983309,-0.022025058,0.547402859,0.508549213,-0.020277347,0.554095149,0.532354534,-0.01349848,0.563699722,0.551010847,-0.010970748,0.541650593,0.542889118,-0.029877085,0.530444443,0.536739647,-0.024085274,0.537574768,0.559400499,-0.014195472,0.545250714,0.577934682,-0.007084031
1,0.324145734,0.660925031,-5.06E-08,0.284297734,0.667488873,-0.014550366,0.237535775,0.633841634,-0.025499115,0.213518739,0.589642525,-0.039928183,0.206081808,0.542976022,-0.052799452,0.242893025,0.528586447,-0.003051318,0.228369176,0.446763754,-0.021618413,0.217353702,0.405779839,-0.028264446,0.216403365,0.36738348,-0.030902646,0.263429701,0.520369709,-0.008759589,0.225176692,0.458156407,-0.037923418,0.225344971,0.510175169,-0.037885975,0.24003002,0.535238802,-0.026928909,0.286278576,0.514358521,-0.018552352,0.252921194,0.455765486,-0.045180026,0.251937002,0.502743602,-0.033513319,0.266321272,0.52626282,-0.01527884,0.314933032,0.510535002,-0.030622365,0.287916541,0.458714932,-0.044542026,0.279221624,0.486443818,-0.03571346,0.287182003,0.511268139,-0.023333929
1,0.177115932,0.690858066,3.71E-07,0.20577237,0.648489714,-0.038776815,0.22722581,0.585749984,-0.057485823,0.213541999,0.524966478,-0.071931139,0.181710586,0.485976219,-0.084655598,0.223441929,0.472497642,-0.029986888,0.231650397,0.378703326,-0.059076123,0.229803339,0.320627511,-0.08069092,0.224735096,0.26877147,-0.094564453,0.183452606,0.471112847,-0.023685712,0.177222922,0.436100602,-0.067441337,0.167512745,0.505161583,-0.086110547,0.161432818,0.555903733,-0.08825361,0.143599227,0.480423242,-0.021652063,0.137140304,0.473642766,-0.059497144,0.13668862,0.536541045,-0.0611738,0.137170196,0.573804319,-0.051190767,0.105034322,0.500262856,-0.023069968,0.104365841,0.493720055,-0.046429619,0.110557884,0.540470958,-0.042846855,0.114304543,0.573978186,-0.031748518
1,0.207190812,0.615396857,1.16E-07,0.246380329,0.619434714,-0.025387695,0.288279712,0.575471997,-0.039835963,0.285987645,0.522054553,-0.053003456,0.259437799,0.483671635,-0.066287413,0.280657411,0.452618003,-0.028300907,0.285472333,0.366756529,-0.053248309,0.288542539,0.305617392,-0.068850569,0.287430406,0.256715178,-0.079368509,0.24112384,0.447703421,-0.03026321,0.248514846,0.419433266,-0.071815483,0.247906521,0.48909995,-0.083306462,0.245972931,0.537070036,-0.080788076,0.2032547,0.457389355,-0.034413401,0.207787707,0.452604771,-0.076947294,0.214356035,0.521885455,-0.072859608,0.21660313,0.562744439,-0.058543038,0.164288297,0.475671589,-0.040132605,0.174355596,0.471957862,-0.070164412,0.184009388,0.527109146,-0.064064324,0.188361347,0.558331192,-0.05156434
1,0.188896492,0.644210875,7.31E-09,0.235323608,0.62723726,-0.034151353,0.281924486,0.57790935,-0.053741787,0.281288594,0.523337483,-0.071984306,0.25664553,0.480866462,-0.089286186,0.275955617,0.449961931,-0.03039117,0.283400714,0.354079008,-0.05846582,0.283124238,0.299003154,-0.074336112,0.280252129,0.250077784,-0.083791114,0.236651063,0.448931336,-0.028670778,0.246942937,0.414354682,-0.074097931,0.246897221,0.483381599,-0.085935548,0.245061159,0.525853693,-0.082169071,0.199213937,0.458195746,-0.030467696,0.203939334,0.455771804,-0.074621893,0.20760943,0.526676655,-0.068540052,0.207783654,0.561523259,-0.051785868,0.161830977,0.47421515,-0.034901168,0.168212444,0.4705742,-0.061166428,0.175374359,0.527895987,-0.051671382,0.177248687,0.555237174,-0.036437474
1,0.244849175,0.634179652,-1.80E-08,0.294071943,0.620206118,-0.028566912,0.337281108,0.574068725,-0.046595529,0.342468053,0.521719098,-0.064264521,0.328269124,0.476336032,-0.080802806,0.330290824,0.445001245,-0.028951669,0.341241032,0.354096323,-0.057120562,0.342746645,0.300533652,-0.072658017,0.340606421,0.255118489,-0.081817277,0.292495519,0.442526698,-0.030684806,0.310885787,0.41400069,-0.075657867,0.307146341,0.48517397,-0.085951686,0.301969379,0.528620481,-0.081301451,0.255964994,0.452889174,-0.035489429,0.269849688,0.450132251,-0.078062579,0.270253211,0.521369159,-0.070337012,0.267937839,0.556868374,-0.053005632,0.219873011,0.472627342,-0.042735908,0.232814804,0.470457524,-0.068143167,0.239615932,0.52324605,-0.058719594,0.240758643,0.547998726,-0.044146158
2,0.613370121,0.727772653,5.35E-07,0.564372838,0.698963583,-0.024697602,0.536542833,0.633692622,-0.041438676,0.560677409,0.566773057,-0.059368599,0.593044579,0.520515323,-0.075032011,0.541809201,0.515302598,-0.025152491,0.513234496,0.424903542,-0.051220052,0.496566802,0.364858478,-0.068550378,0.483621985,0.314651012,-0.079999246,0.584615886,0.504728675,-0.031919189,0.578743517,0.391275704,-0.059396602,0.574883461,0.321726829,-0.075850606,0.574647486,0.260315716,-0.083965339,0.623519957,0.522542298,-0.041640554,0.628811896,0.463739812,-0.077458888,0.610020936,0.526247084,-0.076729611,0.597406745,0.576954484,-0.065409653,0.657494307,0.557045519,-0.053560272,0.658677101,0.504618526,-0.07961785,0.636904657,0.542683542,-0.073226251,0.617613375,0.582709253,-0.061466008
2,0.590436399,0.682756066,4.85E-07,0.550014257,0.663267195,-0.027496731,0.534290195,0.603401601,-0.040802307,0.558852732,0.542185307,-0.052787937,0.582064271,0.498987079,-0.062264428,0.518267274,0.507448316,-0.022217896,0.499528885,0.423913002,-0.040803123,0.489629686,0.369643778,-0.054079853,0.483160645,0.325856954,-0.063319303,0.556984961,0.49360168,-0.021772344,0.557566166,0.399909675,-0.041612554,0.560128748,0.340478837,-0.055960093,0.563697457,0.294656038,-0.064399421,0.590334713,0.502851367,-0.024526661,0.603259563,0.43689245,-0.050981998,0.601372659,0.465846002,-0.056487981,0.597762227,0.500356138,-0.052825175,0.618374348,0.523559809,-0.02956054,0.62951088,0.469506323,-0.052161928,0.628394485,0.474998713,-0.054764263,0.623076081,0.492577463,-0.050996155
2,0.696795046,0.684315205,5.80E-07,0.718734801,0.623929203,0.002063033,0.70731169,0.562056363,-0.002325175,0.677113593,0.536904812,-0.008213824,0.64729315,0.529872656,-0.01554546,0.710735142,0.53664726,-0.020480726,0.71345681,0.456932425,-0.036514275,0.714828312,0.40394634,-0.044289518,0.716077447,0.363642693,-0.046380848,0.679775536,0.540747643,-0.027993822,0.664127946,0.447671205,-0.041624594,0.654923201,0.388498336,-0.045592159,0.646897137,0.343666762,-0.045799788,0.649368465,0.55677408,-0.033700053,0.622791827,0.498475492,-0.046924632,0.629318476,0.518999398,-0.042033989,0.638947904,0.543052793,-0.03271278,0.622511744,0.580478609,-0.038590331,0.605464935,0.527758241,-0.042152103,0.613141835,0.542201042,-0.03021148,0.623084545,0.563084006,-0.01796847
